1,GNB,NOR,-5.0,42,34
1,BAL,PIT,-1.5,35,7
1,TAM,DET,-1.5,20,27
1,CHI,ATL,2.0,30,12
1,KAN,BUF,-4.0,7,41
1,HOU,IND,-9.0,34,7
1,STL,PHI,3.5,13,31
1,CLE,CIN,-7.0,17,27
1,JAC,TEN,1.0,16,14
1,WAS,NYG,1.5,28,14
1,ARI,CAR,-7.0,28,21
1,SFO,SEA,-6.0,33,17
1,SDG,MIN,-9.0,24,17
1,NYJ,DAL,-6.5,27,24
1,MIA,NWE,7.0,24,38
1,DEN,OAK,-3.0,20,23
2,NOR,CHI,-5.0,30,13
2,DET,KAN,-8.0,48,3
2,NYJ,JAC,-9.0,32,3
2,BUF,OAK,-3.5,38,35
2,WAS,ARI,-4.5,22,21
2,TEN,BAL,5.5,26,13
2,PIT,SEA,-14.0,24,0
2,CAR,GNB,10.5,23,30
2,MIN,TAM,-1.0,20,24
2,IND,CLE,1.5,19,27
2,SFO,DAL,3.0,24,27
2,MIA,HOU,3.0,13,23
2,NWE,SDG,-6.5,35,21
2,DEN,CIN,-3.0,24,22
2,ATL,PHI,2.5,35,31
2,NYG,STL,-7.0,28,16
3,CIN,SFO,-1.0,8,13
3,BUF,NWE,7.0,34,31
3,NOR,HOU,-3.5,40,33
3,PHI,NYG,-8.0,16,29
3,CLE,MIA,1.5,17,16
3,TEN,DEN,-7.0,17,14
3,MIN,DET,3.0,23,26
3,CAR,JAC,-3.5,16,10
3,SDG,KAN,-14.0,20,17
3,OAK,NYJ,2.5,34,24
3,STL,BAL,6.0,7,37
3,TAM,ATL,-1.0,16,13
3,SEA,ARI,3.0,13,10
3,CHI,GNB,4.5,17,27
3,IND,PIT,11.0,20,23
3,DAL,WAS,-3.5,18,16
4,DAL,DET,-2.5,30,34
4,JAC,NOR,8.5,10,23
4,PHI,SFO,-10.0,23,24
4,STL,WAS,3.0,10,17
4,CLE,TEN,-1.5,13,31
4,CIN,BUF,3.0,23,20
4,KAN,MIN,3.0,22,17
4,CHI,CAR,-7.0,34,29
4,HOU,PIT,-4.0,17,10
4,SEA,ATL,6.0,28,30
4,ARI,NYG,1.5,27,31
4,SDG,MIA,-6.5,26,16
4,GNB,DEN,-12.5,49,23
4,OAK,NWE,6.5,19,31
4,BAL,NYJ,-5.0,34,17
4,TAM,IND,-10.0,24,17
5,DET,CHI,-6.5
5,IND,KAN,-1.5,24,28
5,MIN,ARI,-3.5,34,10
5,BUF,PHI,3.0,31,24
5,HOU,OAK,-4.5,20,25
5,CAR,NOR,6.5,27,30
5,JAC,CIN,2.5,20,30
5,PIT,TEN,-3.5,38,17
5,NYG,SEA,-10.0,25,36
5,SFO,TAM,-3.0,48,3
5,NWE,NYJ,-7.5,30,21
5,DEN,SDG,3.5,24,29
5,ATL,GNB,6.0,14,25
